claim_s,fake_flag
لو فيروس كورونا اصاب شخص سيحدث حاجة من اتنين :- ١ . لا يمرض هذا الشخص و يسمى حامل للفيروس و جسمه يكون مناعة للفيروس بس يعدى شخص تانى ٢ . يمرض و نسبه الشفاء ٩٧.٢ % الخلاصة الدنيا مش سوده قوى,0
"يارب : لا ارتفعت كفوف المسلمين انت السميع انت البصير انت الجواد ماقد رجيناك .. ( ورجعنا خايبين ) يامن عليك "" الملتجى والاعتماد "" اكرمتنا .. ( وانّـا بخير وطيبين ) ! فلا تخلينا ( وحنا في جهاد  ) 💔 ندعيك بقلوب [العباد المؤمنين] يارب لطفك : فالبلاد وفالعباد 🤲🏻 #كورونا",0
@USER الحكومه ممهتمه للموضوع بغداد ولا اكو تعقيم ولا شي والأخبار كاذبه اكو ناس رجعت من الزياارة ولا احد عمل فحص حالتين وفاه بمنطقه الكماليه محد جاب طاريهم بسبب كورونا,1
"بعد قرار #منع_التجول بسبب #كورونا .. السعوديون: ""سمعاً وطاعة سيدي"". . . كرماً؛ مشاركة الجميع بالمنشن بكلمة #سمعا_وطاعه مع #ريتويت للأهمية ليشارك الجميع. . . . #منع_تجول #حظر_جزيي #هام #السعودية #حظر_التجول_بالسعودية #امر_ملكي #وزارة_الداخلية #الزم_بيتك #حظر_التجوال #حظر_تجول . LINK",0
#كورونا_في_الصوره #اكحل_عدوك_لين_تعمي_عيونه  من قال هذا الدعاء فانه بحفظ الله مع الآخذ بالآسباب  رتوتها وفضلها للفائده LINK,0
#حضر_استراحات_العيال مقطع تقشعر له الابدان في المغرب مدينة طنجة الناس يرتقون اسطح بيوتهم يجأرو الى الله بالتكبير والتهليل #فايروس_كورونا LINK,0
كلمة لـ كورونا ..,0
RT @USER #كورونا LINK,0
اللَّهم اصرف عنا الوباء والبلاء اللهم إنِّا نعوذُ بِكَ منَ البرصِ والجنونِ والجذامِ ومن سيِّئِ الأسقامِ .. ونعوﺫ ﺑﻚ اللهم ﻣﻦ ﺯﻭﺍﻝ ﻧﻌﻤﺘﻚ، ﻭﺗﺤﻮﻝ ﻋﺎﻓﻴﺘﻚ، ﻭﻓﺠﺎﺀﺓ ﻧﻘﻤﺘﻚ، ﻭﺟﻤﻴﻊ ﺳﺨﻄﻚ..  #علمتني_كورونا LINK,0
هما عندهم مرض اسمه كورونا واحنا عندنا مرض أوسخ منه أسمه الإخوان!,1
@USER ياقلبهااا مافيني شي لا بس هاجده عن برامج واليوم صكتني فلونزا خلت اهلي يعطوني وضعية اهربووو هههههههههههههههههههههههههههههههههههههههههه ودهم يودوني للحجر يحسبونه كورونا,0
🇲🇦⚠ اول حالة وفاة من كورونا بالمغرب,0
*إرشادات عامة* *اليونيسف - Unicef* ▪ أيضا شرب الماء الحار والتعرض للشمس يفي بالغرض #بطل_استهتار #خلك_في_البيت #فيروس_كورونا_الجديد,1
@USER تم اغلاق المساجد خوفاً من كورونا فهل سيتم اغلاق و استمرار اغلاق المراقص و الملاهي خوفاً من الله,0
م ادري انبسط على خبر التعليق ولا اخاف وازعل ان كورونا صار خلاص منجد منجد وصل عندنا,0
#لأجلك_ياوطن راح نلتزم بالإرشادات والوقاية عشان نمنع انتشار الفيروس ونساهم بـ #الوقايه_من_كورونا • #كورونا @USER | @USER LINK,0
RT @USER #فيروس_كورونا_المستجد الدكتور مصورها متعمد ايراني عشان تميزون كحة اللي فيهم كرونا عن اللي الكحه العادية LINK,0
أكدت تداعيات جائحة كورونا التي شلّت الاقتصاد العالمي أن الصحة من أهم مقومات الاقتصاد، وأن قوة ومتانة اقتصاد أي دولة ترتبط بفعالية وكفاءة منظومتها الصحية. لذا لاينبغي اعتبار الخدمات الصحية تكلفة وعبء لصالح الفرد، وإنما هي استثمار في صحة الاقتصاد الوطني واستدامته.,0
اشوى ان السالفة كذا انخرعت احسب به #كورونا 😪 #حائل,0
RT @USER اكو حالات كورونا بالسعوديه بس متكتمين ماكو مصداغيه #الجار_البزر LINK,1
أعلنت منظمة #مجاهدي_خلق الإيرانية أن عدد ضحايا #كورونا في 127 مدينة بـ 30 محافظة تجاوز 2600 شخص. عدد المتوفين بلغ في قم 500 وطهران 420 وكركان 204 وكاشان 142 واصفهان 121 ومشهد 205 وقزوين 98 ومحافظة كرمانشاه105 ومحافظة كيلان 450 ومحافظة ألبرز 95 شخصًا. #إيران LINK,0
الله يستر  قالو ان قد بة حالات كورونا في صنعاء في مستشفى الامانة ب مذبح,0
RT @USER عاجل - وزارة الصحة: 3 مصريين أصيبوا بفيروس كورونا إضافة إلى سيدة أجنبية ليرتفع العدد إلى 59 حالة #مساء_dmc,0
@USER اجمل كلمة ..تخيل.. مع كورونا ماقدرنا نتخيل هههههه,0
أظن أن #تركيا تمهد للإعلان عن تفشي #كورونا على أراضيها لكنها تنوي إتهام #السعودية لذلك قامت بحجر 10 آلاف عائد من العمرة وأعلنت اكتشاف حالات لعائدين من العمرة..طبعا لم ولن تعلن أي حالة من #إيران برغم أنها من أكثر دول العالم وباء بهذا المرض !!,1
اليوم يوم #وقفة_وطن 🇸🇦 معا ضد #كورونا_السعودية  #كلنا_في_البيت_لاجل_السعودية LINK,0
RT @USER #نصائح_للمسافرين للوقاية من فيروس #كورونا_الجديد أثناء السفر. LINK,0
إلى من يستهزئ بفايروس #كورونا  خذوا العبرة من #إيطاليا :  20 فبراير : 3 إصابات  22 فيراير : 62 حالة إصابةوتم تسجيل حالتي وفاة 8 مارس : 5883 حالة إصابة و233 حالة وفاة 10 مارس : 9172 حالةاصابة،433 حالة وفاة 13 مارس : 17660 حالة إصابة و1266 حالة وفاة,0
@USER في الجبيل فيه كورونا؟,0
شوفوا وش صار بحالة جديدة ثم اكتشافها مصابة بفيروس كورونا وكيف ثم اكتشافها فيديو خطيييييييير جداً... فيديو كامل عن فيروس كورونا #كَوروناً #كوًرونا_الجدَيد  LINK,0
عاجل :: تسريب مقاطع مصورة لبعض الماصبين بفايروس كورونا في الكويت #عشَان_الكًويَت_خلًوكَم_فَي_البيًت #العاِم_الدًراَسي هنا 👇 LINK,0
اليوم لولا الله ثم فتون كان جانا كورونا,0
﴿ وَإِذَا وَقَعَ الْقَوْلُ عَلَيْهِمْ أَخْرَجْنَا لَهُمْ دَابَّةً مِّنَ الأَرْضِ تُكَلِّمُهُمْ أَنَّ النَّاسَ كَانُوا بِآيَاتِنَا لا يُوقِنُونَ ﴾ #كورونا,0
"📱|| — اللورد جوليانو عبر الـ(iG) مرحبًا شباب ، سأتحدث عن أمر خطير تأثّر به العالم وهو "" كورونا "" ، حان وقت الوعي لعائلتي وأصدقائي والمدينة والمعارف وبشكل رئيسي الأطفال وكبار السنّ ، إبقوا في المنزل والجميع يقوم بدوره لمحاربة هذا الفايروس 🇧🇷 LINK",0
شاهد كيف أصحبت الطريقة العثمانية في السلام التي بدأ الرئيس أردوغان تطبيقها منذ تفشي #فيروس_كورونا مثالاً يحتذي به العديد من السياسيين حول العالم😍 #CoronaSelamı #coronapocalypse LINK,0
اللهم اني استودعتك السعودية وأهلها، كبارها وصغارها،رجالها ونسائها شبابها وبناتها،أرضها وسماءها، فأحفظها ربي من اﻷمراض واﻷوبئة وأرفع البلاء يارب ادفع عنا فايروس كورونا و جميع الامراض بحولك وقوتك فإنه لاحول لنا ولاقوة إلا بك..يا أرحم الراحمين,0
RT @USER #ملتزمون_يا_وطن #فيروس_كورونا #Dsmcsa LINK,0
#عمان_تواجه_كورونا LINK,0
". كورونا داء .. . والداء عذاب .. . ولكل داء دواء .. . قال منزل الداء والدواء سبحانه : . ""وما كان الله معذبهم وهم يستغفرون .. "" . أكثروا من الاستغفار ليرفع الله عنا الداء . أو يسخر لنا باستغفارنا من يكتشف الدواء . #كورونا",0
غادرت وزيره الصحه المصريه د. هاله زايد الي الصين وذلك لعمل مباحثات مع الجانب الصيني في الجانب الصحي وكذلك دعم الصين ببعض المستلزمات الطبيه . #فيروس_كورونا LINK,0
#عنااايه_Vs_كورونا قوية شخصيه X95ii,1
#المتحدث_العسكرى : الفريق / محمد فريد رئيس أركان حرب القوات المسلحة يتفقد إصطفاف عناصر ومعدات أجهزة القيادة العامة للقوات المسلحة لمجابهة فيروس (كوفيد 19 ) كورونا المستجد ... LINK,0
"ماما بعتت خطاب للنائب العام بخصوص الاجراءات اللي لازم يتخذها لخفض اعداد المحتجزين داخل السجون للحد من انتشار فيروس كورونا ""مثل هذا القرار هو مسئوليتكم التي ستسألون عنها لو تقاعستم عن تحملها ولا قدر الله حدثت الكارثة"" #كورونا_مصر LINK",0
@USER يعني ناقصهم كورونا الله يردّ عنهم ويحميهم وينصرهم,0
هل كنا محتاجين ل (كورونا) لنكتشف هذا الكم من الخونه والعملاء الذين يعيشون بيننا وولائهم لعدونا ؟ نحتاج موقف حازم لتنقية النسيج الاجتماعي من تلك الشوائب العالقة به أما الإخوة في دول الخليج: اين الاتفاقيات الامنيه ؟ عن من يسهل لهم مغادرة موانئهم ومطاراتهم حفظ الله وطني,1
توقفت الشركات ورجال الإعمال بسبب #كورونا ولاكن يستمر العلم لطلاب ( بالعلم بعد توفيق الله تحارب مثل هذا الفايروس ),0
أهمية العزل الاجتماعي لمنع انتشار فيروس كورونا المستجد (كوفيد-١٩) #صحتك_تهمنا #أحمي_نفسك_أحمي_بلدك #خليك_في_بيتك #فيروس_كورونا_المستجد #فيروس_كورونا #كوفيد19 #Covid_19 #CoronaVirusUpdates LINK,0
الاشتباه في إصابة أولى بفيروس “كورونا” في صفاقس - LINK,0
فيروس كورونا اذا حاول دخول اليمن LINK,0
سوريا علقت الدراسة لـ٣ اسابيع بالمدارس مع انها الوحيدة بالعالم يلي ما اعلنت عن واي حالة #كورونا لهلأ .. هيدا اكيد تضامن مع باقي الشعوب، من زمان وقلبهم مع كل العالم ..,1
#الكويتيون_يد_واحده_ضد_كورونا مندوب توصيل سياره خاصه أخوكم من البدون أرجو الدعم وربي يرزقكم ت ٩٧٥٠٠٨٥٥ LINK,0
عاجل| استمرار سقوط المصابين ب #كورونا في شوارع طهران بعد أن امتلئت المستشفيات ونفذت الأدوية ●المصيبة إيران لا تقر بالأعداد الحقيقية(500الف)ولا تسمح لمنظمة الصحة العالمية بتواجد في المدن وتمنع الإعلام من الدخول. ■الوباء وصل لقيادات النظام رغم بعدهم عن الناس #COVIDー19 #امجد_طه LINK,0
RT @USER #كورونا كورونا اسقطت مقولة:  (في اوربا والدول المتقدمة)٠,0
عندما تشاهد الدعاء من الفقارى والمساكين في كل انحاء العالم ، فاعلم ان هناك قيادة وشعب خافوا الله ، فانعمهم ، فأكرمهم 👍 #الكويت_بلد_الانسانية 🇰🇼 #كورونا_في_الكويت LINK,0
RT @USER #تونس | الرئيس #قيس_سعيد يعلن حجرا صحيا عاما بسبب #فيروس_كورونا #تكفون_اقعدوا_في_بيوتكم LINK,0
صح كلام اختنا الريم ليش الحكومه ما وقفت خصومات الطبيات و التأخيرات عن المعاشات و ليش نزلوها اليوم و ليش ما ينزلونها من غير خصم ؟؟ ليش تعاملون الكويتين جذيه 😔 #عيب_عليكم_يابنوك_الكويت_استحوا #حظر_التجوال #سناب_زجران #الكويتيون_يد_واحدة_ضد_كورونا #كورونا_الكويت #الكويت LINK,0
""" #الحمدلله_على_نعمة_السعودية "" إجراءات #السعودية الؤقائية والإحترازية من فايروس #كورونا يدل حرص القيادة على سلامه شعبها وبأن الصحة أهم من المال. ""إدارة الإزمات بالسعودية دائما تعطي دروس للعالم"" #كورونا_السعوديه أسبوعين فقط وسننتصر على هذا الؤباء بقرارات القيادة والتزام بها💚. LINK",0
وزير الصحة الصيني يتحدث عن تجربتهم: القاعدة الأكثر فعالية لعدم إنتشار فيروس #كورونا والإنتصار عليه هي أن تتعامل مع أي شخص على أنّه مُصاب وتتصرّف أنت مع كل الأشخاص على أنك مصاب. #خليك_بالبيت #وطنك_بيتك,0
وزيرة الصحة المصرية ورئيس الوزراء ينفيان تسجيل حالات إصابة بفيروس كورونا في وقت تكشف فيه فرنسا وكندا والولايات المتحدة تسجيل حالات قادمة من مصر وتعلن دول أخرى منع دخول المصريين أراضيها #كورونا_مصر #coronavirus LINK,0
فخورة جداً باحتواء #السعودية للجميع مواطنين و مقيمين بكل إنسانية و احترام في حين أن بعض الدول ضربت للعنصرية جذوراً أعمق في ظل أزمة #كورونا #مملكة_الانسانية,0
RT @USER كورونا رياكتيد:هاهاها,0
"""الصحة"" تعلن عن ثاني إصابة بـ""كورونا"" الجديد في المملكة #الحدود_الشمالية #رفحاء #عرعر #طريف #العويقيلة LINK LINK",0
📌 #عاجل أعلنت #وزارة_الصحة اليوم الإثنين 2 مارس عن ظهور نتائج مخبرية تؤكد تسجيل أول حالة إصابة بفيروس كورونا الجديد Covid-19 لمواطن قادم من إيران عبر مملكة البحرين، ولم يفصح عند المنفذ السعودي عن تواجده في إيران. LINK,0
أزمة #كورونا أكدت أن لدينا في #السعودية مصانع وطنية جبارة، وبنية تحتية عظيمة، وكوادر يعتمد عليها، لدينا 5 مصانع ضخمة للكمامات بمواد خام توفرها سابك وتصنّع داخلياً 100% وتحقق بحمد الله الإكتفاء للمجتمع، بسواعد أبناء وبنات الوطن 🇸🇦 LINK,0
حرص حكومتنا الرشيدة على سلامة المواطن والمقيم للحد من إنتشار #كورونا #كوفيد_19 وقرار منع التجول أصبح من أهم الواجبات التي نلتزم بها جميعاً لمواجهة هذه الجائحة  لذلك فالتعاون من الجميع مطلب وطني ملح LINK,0
بلاغة منقطعة النظير لإمام الحرم المدني للشيخ د. صلاح البدير بخصوص فيروس كورونا ، مقطع ٥٣ ثانية فقط خير الكلام ماقل ودل. LINK,0
معالي وزير الصحة الشيخ د. باسل الصباح يعلن عن شفاء (5) من الحالات المصابة بمرض فيروس #كورونا #COVID19 ، ليرتفع عدد الحالات التي أعلن شفاؤها إلى (27) حالة. نسأل الله السلامة والشفاء للجميع. LINK,0
لم أتوقع أبداً أن يتهور الاخ محمد الزنداني من جديد ويعلن إختراع علاج لفيروس #كورونا الذي حاصر العالم وبكل استهبال متناسيا ان العالم بكل قدراته الخارقة لازال عاجزًا عن التوصل لعلاج ؛ الملفت أيضا كمية الاخونج المعلقين في منشوره والمباركين لسخافته وهو مؤشر على غباء هذا القطيع !!,1
ليس احس ان كورونا مقصود ينتشر عشان الناس تموت ويقل عدد السكان 😣,1
#الشعب_يرفض_الغاء_قرار_الفحص د.نورة المليفي | مصلحة الوطن فوق الجميع حفظ الله #الكويت من كل مكروه  #الكويت_تتصدى_لكورونا #كورونا_في_الكويت #صباح_الخالد_الحمد_الصباح @USER @USER @USER @USER @USER LINK,0
RT @USER الحكومة الايطالية تفرض الحجر الصحي على مدن الشمال ومنها ميلان #كورونا LINK,0
لا اله الا الله..عن ماذا اتحدث او اكتب وكيف حرص هذا الحصان على انقاذ الرجل المقعد، بالمقابل نرى بشرا يسعون لنقل الغيروس لغيرهم والانتقال من مكان لآخر لابتلاء غيرهم..#كورونا_الجديد LINK,0
ولازلنا نقاوم بدون رئيس #كورونا,0
RT @USER منك لله يا كورونا ، آخر عمري ادرس بمنتدى مناقشات.,0
فايروس كورونا المستجد وباء مستشري ينتشر في التجمعات البشرية المزدحمةكأن تكون المدارس والجامعات وقاعات المناسبات الاجتماعات والمؤتمرات (والتظاهرات)والمساجد والكنائس والملاعب الرياضية !!ايقاف الدوري العام والتظاهرات في ساحة التحرير وفي ساحات المحافظات فورا #كورونا_فايروس_قاتل,0
أحتفالات الصين بمناسبة القضاء على فيروس كورونا LINK,0
انا علي الشمري  خريج كلية التمريض الكويتيه ( دبلوم تمريض ) من الكويتيين البدون عاطل عن العمل بسبب قرارات الجهاز المركزي للمقيمين بصوره غير قانونيه اعلن تطوعي مجاناً لخدمة وطني الكويت في كوادر وزارة الصحه بسبب ازمة كورونا واعلم ان هناك الكثير يرغبون بذلك @USER,0
- منظمة الصحة العالمية مصر بها كورونا وزيرة الصحة المصرية :... LINK,0
خطيب #المسجد_النبوي يصف تأثير وباء #كورونا ببيان بليغ (وإن من البيان لسحرا). اللهم ارفع عنا هذا الوباء واكشف عنا تلك الغُمّة يا رب العالمين ..  #حظر_التجول_في_السعوديه LINK,0
RT @USER كأن الأمر يشبه أن تشعل سيجارة 🚬 وتفكّر بمسألة ترك التدخين 🙇 #زمن_كورونا 🦠,0
يالله احمدوا ربكم عالاقل الديرة مافيها كورونا,0
"هل خطر كورونا أكبر من"" قُوا أَنْفُسَكُمْ وَأَهْلِيكُمْ نَارًا وَقُودُهَا النَّاسُ ""؟! #وعي #بأمانة_موسى_بن_جعفر LINK",0
سنه 2020 كله جديد في جديد 😍😍 مع كوبونات خصم السعودية🇸🇦 خصومات لا تنتهي 🖤 السعودية💓 والإمارات💓 🎗Less20🎗 نمشي 🎉 SH74 ممزورلد 🔥 YAY73 فوغا كلوسيت 🎉 M88 السعودية جدة الامارات الرياض الاهلي الهلال الجوف الاتحاد فيروس كورونا الصين عروض كوبون نمشي ذابالم LINK,1
@USER @USER السعودية كانت مركز كورونا في 2014 و 2015 و يُقال أنها انتقلت لهم من الإبل ، و مات عندهم عدد كبير للغاية أكبر من 500. الغريب أنه في تلك السنة لم يغلقوا الحرم و ذهبت للحج و لله الحمد لم أصب بشيء و كان على عهد الملك السابق. أما الآن لمجرد حصول إصابات بسيطة أغلقوا الحرم بالكامل!!,1
"بسبب فايروس كورونا، السلطات الأسترالية تنصح المواطنين بغسل اليدين بطريقة لافتة، وذلك عن طريق كتابة ""اغسل يديك"" في السماء من قبل طائرة. LINK",0
"مازال الرئيس الأمريكي #دونالد_ترامپ يصر على تسمية #فيروس_كورونا بـــ""الفيروس الصيني"". سيدي الرئيس، هذا ليس فيروس صيني أو فيروس أمريكي، بل وباء عالمي. يجب على قادة العالم قيادة وحماية جميع الناس بلا استثناء.  صورة: GettyImages LINK",0
في دراسة حديثة حول كورونا والأطفال. تم فحص 1391 طفل:  - 12% منهم مصابين بفيروس كورونا.  - متوسط العمر 6.7 سنة. - 48.5% لم تظهر عليهم أعراض ارتفاع درجة الحرارة.  - 15% بدون أعراض، كحة أو ضيق بالتنفس.  الأطفال ناقل للفيروس حتى بدون ظهور أعراض.  LINK LINK,0
نفى الدولة الكتير ان فى حالات كورونا فى مصر تخليك تتأكد ان فى حالات مصابة ندعى بس انهم مش كتير 😅😪 ربنا يتولانا ..,0
RT @USER إقرأ ماحدث لـ إيطاليا كي تتعض وتلتزم منزلك .. يارب لاتبلانا . #كورونا LINK,0
@USER حبيت كورونا ومكرونا🤣🤣🤣,0
RT @USER #فيروس_كورونا #المدينه_الان #القرار_الثاني LINK,0
RT @USER اللهم إني استودعتك السعودية وأهلها ، فأحفظها ربي من اﻷمراض واﻷوبئة وأرفع البلاء .. #كورونا_السعوديه,0
📌📌في مواجهة انتشار #كورونا صدرت اخر 72 ساعة سلسلة من القرارات الاحترازية من بينها ايقاف الطيران ومنع الاحتفالات والتجمعات الاجتماعية ، وايضا #ايقاف_الدوري مع كل الأنشطة الرياضية. انني ادعم واثق في رؤية الجهات المختصة بتقدير حجم الحدث حرصًا على الصحة العامة . الله يقويكم🇸🇦🙏 LINK,0
RT @USER حسبي الله ونعم الوكيل هذا ايراني فيه كورونا عطس على هالشخص بالقصد عشان يعديه 😭👇🏿👇🏿 LINK,1
قبل إكمال ثنائي جزائري فرحتهما لعقد قرانهما.. اقتحم عناصر من الشرطة الجزائرية قاعة الاحتفال وأنهوا المراسم، ووضعت السلطات جميع الحاضرين والعروسين في الحجر الصحي، على خلفية انتهاك إجراءات مكافحة فيروس #كورونا LINK,0
يتوقعون الخسوف، ويتوقعون المطر، ويتوقعون الزلازل، ويتوقعون ويتوقعون.. وكثيرٌ ما تصيب تلك التوقعات. أما مرض #كورونا فلم يأتِ في حسبان أحَدٍ من البشَر، ولم يتأهبوا له! جندٌ من جنود الله. ﴿وَما يَعلَمُ جُنودَ رَبِّكَ إِلّا هُوَ وَما هِيَ إِلّا ذِكرى لِلبَشَرِ﴾ [المدثر: ٣١].,0
هذه الأزمة #كورونا وبفضل #الحجز_المنزلي ستكون فرصة لترتيب كثير من الأوراق ولاستخراج المسوّدات العالقة والمؤلفات التي لم تكتمل لإكمالها..,0
تعرفت على اهلي زين  #ماذا_استفدت_من_كورونا,0
الملحد الذي لم يؤمن بالله تعالى، ويعتبره (غير موجود) لأنه لم يره .. المفترض أنه لا يخاف من فيروس #كورونا فإن الفيروس -حسب مذهبه- (غير موجود) لأنه لم يره ..,0
#فيروس_كورونا #الأزمة_المالية_العالمية_2020 #يوم_الجمعة #اللهم_أحفظ_بلادالاسلام_من_شرمكائدالكفار اللهم أننانسألك بجلالك وعظيم سلطانك أن تحفظ بلادالاسلام من شرالأوبئةوالخراب والدماراللهم أعصمهامن شرمكائدالكفاروفتنهم ماظهرمنهاومابطن اللهم أنهابلاددينك ولاحافظ له الاأنت اللهم آمين LINK,0
بعد عجز الحكومة الاتحادية عن توفير مبلغ 5 مليون دولار لوزارة الصحة من اجل مكافحة كورونا  #الكويت تتبرع مبلغ 10 مليون دولار لوزارة الصحة العراقية LINK,0
تبذل الدولة جهودها للحيلولة دون انتشار وباء #كورونا_الجديد، وهي في ذلك تسير وفق منظومة عمل متكاملة، تسعى بعد توفيق الله إلى زيادة الوعي بأفضل سبل الوقاية والحياة الصحية، ونحن على ثقة بالله، ثم بحرص قيادة هذا البلد، وتسخيرهم لكافة جهاته الخدمية من أجل سلامة المواطنين والمقيمين.,0
RT @USER وزير #الصحة: المواطن والمقيم شركاء مع الدولة في مواجهة #كورونا .. والقطاع الخاص قدم مساهمات رائعة #الإخبارية_عاجل,0
RT @USER @USER @USER @USER @USER @USER ههههه. حرام يا انت جالطهم جلطه و مخوفهم اكثر من كورونا 😂😂😂👍🏻,0
بيرس كورونا موت ملايين لازم تحاسبوا يا مسريين ادعوا لكل الناس في السين,0
RT @USER لا تصير خبل وتلبس الكمام بالسياره وانت بروحك اذا مافيك كورونا.,1
#كورونا_الجديد تذكرت النمرود الذي حكم الدنيا وطغى وتجبر..وقال أنا أحيي وأميت فأرسل الله له بعوضة..؟!..وليس أسداً..فقتلته..مات على يد بعوضة..سبحان الحي الذي لايموت وكأن الله تعالى..أراد أن يستيقظ هذا العالم الذي ظن أن التطور والتكنلوجيا تستطيع أن تهبه قدرة خارقة لاتقهر LINK,1
RT @USER عاجل.. . الصحة: عدد حالات الشفاء من كورونا ١٩ حالة. .,0
الزم مكانك وانا بلزم مكاني تكفى طلبتك لاتجيني ولااجيك علة كورونا تنتقل في ثواني وانته وش يدريك لو انها فيك  ترى الوقايه خير والعمر فاني والعلم عند اللي يميتك ويحييك عشانك وعشان ذاك وعشاني اخذ الوقايه جعل ربي يعافيك منقول,0
"""درهم وقاية خيرٌ من قنطار علاج"" احتواء #فيروس_كورونا وحماية مجتمعنا، مسؤلية فردية ومجتمعية من خلال اتباع الاجراءات الوقائية الضرورية. #الوقاية_تحمينا #نحو_مجتمع_واعٍ #وزارة_الثقافة_والرياضة #كوفيد_19 @USER LINK",0
الصين بلد التطور بكل شي و التيكنولوجيا بالعلم ترقى الأمم 💱 #كورونا LINK,0
هذه الأيام كلشي كيتكلم على الوباء #كورونا_المغرب الشيء اللي خلاني نحاول نتخيل عدة سيناريوهات محتملة،تقدر توقع لينا! خصوصاً مني شفت تهافت الناس على إقتناء المؤنة وإدخارها تحسبا وخوفا من وقوع أزمة ،إقتصادية..!! لكن أنا والله ما مصدق هادشي! ،الأحداث متسارعة بززاف. قرصوني😭 LINK,0
RT @USER حرصاً على صحتكم وصحة من تحبون، إذا كان لديك أي أعراض انفلونزا اعزل نفسك مباشرة في غرفتك لمدة (١٤) يوم. #الوقاية_من_كورونا,0
RT @USER مجلس الصحة الخليجية: كيف تساهم الشيشة في نقل #كورونا ؟ @USER  LINK,0
إن لله وأنا اليه راجعون مراسم دفن وتكفين والصلاة علي المرحوم أحمد الفار ابن #الدقهلية الذي وافته المنيه إثر إصابته بفيروس كورونا ب #ايطاليا الدفن تم بمدينه مونزا بمعرفه اخواتنا المصريين والمكلفين بالدفن الشرعي هناك🙏🙏🙏 LINK,0
لحظة تاريخية .. هذه السيدة ( جنيفر هالر٤٣ سنة ) هي أول شخص في العالم يتم حقنه باللقاح التجريبي لفيروس كورونا بولاية سياتل الامريكيه قبل قليل LINK,0
RT @USER عاجل || انهيار فندق في الصين يستخدم للحجر الصحي للمصابين بفيروس كورونا. المصدر : وكالة روسيا اليوم LINK,0
المهزلة يا حكومة هي أن يتحول موضوع كورونا وهو موضوع طبي بحت لموضوع سياسي يخضع للمساومات والضغوطات هذه هي قمة المهزلة وبانتظار ردح المدعو محمد المطير ...,1
"فيروس #كورونا يصل إلى 49 دولة من 206 دولة -حتى الآن- بعدد إصابات 83 ألفًا، ووفاة 2,867 شخصًا ومنظمة #الصحة_العالمية ترفع درجة خطورة الفيروس إلى «مرتفع جدًا» ♦️بفضل الله لم تسجل حتى الآن أي حالة إصابة بفيروس #كورونا الجديد داخل المملكة 🔴تواصل مع 937 في حال وجود أي استفسار🔴 LINK",0
#الاستقالة_للوزير_المجرم استقالة كورونا حكومية .. دكتور هادي مراد صحتنا خط احمر ...الله يحميك ..نعم لاستقالة الوزير المجرم LINK,1
@USER لما نزلتي وسمعتيهم يتكلمون عن كورونا: LINK,0
فُرق متخصصة على مداخل مكة المكرمة، شرفها الله، التابعة لصحة مكة تقوم بالتفتيش على جميع الداخلين لمكة للتأكد من سلامة الزوار. كلل هذه الجهود بالنجاح، وحفظ الله أم القرى من كل مكروه، وكل مدننا وأوطان المسلمين. #كورونا_السعودية #مكة_المكرمة #وزارة_الصحة_السعودية #صحة_مكة LINK,0
RT @USER مشاهد من مدينة البندقية الإيطالية بعد تفشي فيروس كورونا LINK,0
RT @USER #كلنا_مسؤولون لمواجهة #فيروس_كورونا #خليك_في_البيت #كورونا_السعوديه LINK,0
RT @USER يا سيادة وانت كظيت عمرك بقم لما كورونا انت ما تلفي بالعراق 😏😏 LINK,1
في الحلقة القادمة من الاتجاه المعاكس: لماذا يحظى وباء كورونا بضجة عالمية لم يسبقه إليها أي مرض آخر في العصر الحديث؟ هل لأنه خطير وكارثى أم لأنه لعبة سياسية واستراتيجية واقتصادية كبرى وبداية لنظام عالمي جديد؟,0
#وزارة الصحة السورية مركز الابحاث الطبي السوري يصل الى لقاح ضد فيروس كورونا وتم تجربة اللقاح على خمس مصابين اربعة عطوكن عمرن وواحد يعني من هون لساعة منجبلكن خبرو. منقول,0
أ. حسن الهاشمي : النظام الإيراني لا يعنيه صحة المواطنين ولا ينظر لسلامتهم إطلاقاً . LINK  #كورونا,1
▫️#صحيفة_خليص . 🔵 #عاجل .. مصدر مسؤول في #وزارة_الداخلية : قررت المملكة إيقاف الرحلات الجوية والبحرية بين المملكة والدول المذكورة . #خليص #فيروس_كورونا_المستجدّ LINK,0
"ببداية انتشار ""فايروس كورونا "" قلت للعربان لن يجلب لكم فايروس كورونا سوى ذيول إيران بالمنطقة لأن تلك الزمر بحدا ذاته فايروس وعال على البشرية كلها ، معظم الذين ساهم بإنتشار فايروس كورونا في الخليج العربي وسورياو لبنان وباكستان ودول أخرى قدموا فيه من إيران،",1
ڤيديو متداولة لإمرأة يشتبه بإصابتها بفيروس كورونا تجول على أبنية في بيروت لنشر الوباء في المصاعد وهذا ما تفعله !!! 🤢👇 LINK,0
عاجل | الصحة تعلن تسجيل اصابة بفيروس #كورونا في #بغداد المصدر : صفحه وزاره الصحه على الفيس LINK,0
